PARKING_ZONE,STALL_TYPE,BLOCK_SIDE,PERMIT_ZONE,PRICE_ZONE,ENFORCEABLE_TIME,MAX_TIME,PARKING_RESTRICT_TYPE,BRZ_NAME,First_address,Second_address,First_address_Second_address,availability,number_of_spots_left
3047,Parallel,E,3047,8,0910-1750 MON-SAT,540,none,,10 St SW , 10 Av SW ,10 St SW  &  10 Av SW ,5,5
3047,Parallel,E,3047,8,0910-1750 MON-SAT,540,none,,10 St SW , 10 Av SW ,10 St SW  &  10 Av SW ,5,5
3040,Parallel,W,3040,8,0910-1750 MON-FRI,120,none,,9 St SW , 10 Av SW ,9 St SW  &  10 Av SW ,5,5
3040,Parallel,W,3040,8,0910-1750 MON-FRI,120,none,,9 St SW , 10 Av SW ,9 St SW  &  10 Av SW ,5,5
1814,Parallel,E,1814,4a,"0910-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,Downtown,Centre St S , 5 Av SE ,Centre St S  &  5 Av SE ,5,5
2412,Parallel,W,2412,4d,"0710-1750 MON-FRI, 0910-1750 SAT",120,none,Downtown,7 St SW , 8 Av SW ,7 St SW  &  8 Av SW ,5,5
4897,Parallel,S,4897,16,0910-1750 MON-SAT,120,none,4 Street SW,25 Av SW , 4 St SW ,25 Av SW  &  4 St SW ,5,5
4910,Parallel,N,4910,16,0910-1750 MON-SAT,180,none,,26 Av SW , 2 St SW ,26 Av SW  &  2 St SW ,5,5
4505,Parallel,N,4505,13,"0910-1520 MON-FRI, 0910-1750 SAT",180,PM,,17 Av SW , 1 St SW ,17 Av SW  &  1 St SW ,5,5
5599,Parallel,N,5599,25,0910-1750 MON-SAT,120,none,,WINDSOR Cr SW , WINDSOR Cr SW ,WINDSOR Cr SW  &  WINDSOR Cr SW ,5,5
3043,Parallel,N,3043,8,0910-1520 MON-FRI,180,PM,,11 Av SW , 9 St SW ,11 Av SW  &  9 St SW ,5,5
3043,Parallel,N,3043,8,0910-1520 MON-FRI,180,PM,,11 Av SW , 9 St SW ,11 Av SW  &  9 St SW ,5,5
4827,Parallel,S,4827,16,0910-1750 MON-SAT,120,none,4 Street SW,22 Av SW , 2 St SW ,22 Av SW  &  2 St SW ,5,5
1501,Parallel,S,1501,4b,0910-1520 MON-FRI,120,PM,Downtown,4 Av SW , 6 St SW ,4 Av SW  &  6 St SW ,5,5
2405,Parallel,E,2405,6,0910-1750 MON-FRI,120,none,Downtown,9 St SW , 8 Av SW ,9 St SW  &  8 Av SW ,5,5
2400,Parallel,W,2400,6,0910-1750 MON-FRI,120,none,Downtown,8 St SW(Alley) , 8 Av SW ,8 St SW(Alley)  &  8 Av SW ,5,5
3029,Parallel,N,3029,8,0910-1520 MON-FRI,180,PM,,11 Av SW , 10 St SW ,11 Av SW  &  10 St SW ,5,5
1529,Parallel,S,1529,4b,0910-1520 MON-FRI,120,AM&PM,Downtown,4 Av SW , 4 S,4 Av SW  &  4 S,5,5
1326,Parallel,N,1326,4b,0910-1520 MON-FRI,120,AM&PM,Downtown,4 Av SW , 5 St SW ,4 Av SW  &  5 St SW ,5,5
1695,Parallel,W,1695,6,0910-1750 MON-FRI,120,none,Downtown,7 St SW , 5 Av SW ,7 St SW  &  5 Av SW ,5,5
4678,Parallel,S,4678,14,0910-1750 MON-FRI,180,AM,,17 Av SW , Centre St S ,17 Av SW  &  Centre St S ,5,5
2903,Parallel,N,2903,8,0910-1520 MON-FRI,180,PM,,10 Av SW , 9 St SW ,10 Av SW  &  9 St SW ,5,5
2927,Parallel,N,2927,12,0910-1750 MON-FRI,120,none,Beltline,10 Av SW , 2 St SW ,10 Av SW  &  2 St SW ,5,5
4572,Parallel,S,4572,11,0910-1750 MON-SAT,120,AM,Uptown 17,17 Av SW , 11 St SW ,17 Av SW  &  11 St SW ,5,5
4607,Parallel,S,4607,11,0910-1750 MON-SAT,120,AM,Uptown 17,17 Av SW , 8 St SW ,17 Av SW  &  8 St SW ,5,5
4688,Parallel,S,4688,14,0910-1520 MON-FRI,120,AM&PM,,17 Av SE , 1 St SE ,17 Av SE  &  1 St SE ,5,5
1678,Parallel,S,1678,6,0910-1520 MON-FRI,20,AM&PM,Downtown,5 Av SW , 8 St SW ,5 Av SW  &  8 St SW ,5,5
1920,Parallel,S,1920,6,0910-1520 MON-FRI,60,AM&PM,Downtown,6 Av SW , 8 St SW ,6 Av SW  &  8 St SW ,5,5
1918,Parallel,S,1918,6,0910-1520 MON-FRI,60,AM&PM,Downtown,6 Av SW , 8 St SW ,6 Av SW  &  8 St SW ,5,5
2147,Parallel,W,2145,7,0910-1750 MON-FRI,180,none,Downtown,9 St SW , 7 Av SW ,9 St SW  &  7 Av SW ,5,5
2148,Parallel,N,2148,7,0910-1750 MON-FRI,120,none,Downtown,8 Av SW , 9 St SW ,8 Av SW  &  9 St SW ,5,5
2789,Parallel,N,2789,17,0910-1750 MON-SAT,120,none,Kensington / Louise Crossing,Kensington Rd NW , 11A St NW ,Kensington Rd NW  &  11A St NW ,5,5
1176,Parallel,W,1176,5,0910-1750 MON-SAT,180,none,Downtown,5 St SW , 2 Av SW ,5 St SW  &  2 Av SW ,5,5
2096,Parallel,S,2096,1,0910-1750 MON-SAT,540,none,,6 Av SE , 4 St SE ,6 Av SE  &  4 St SE ,5,5
2487,Parallel,E,2487,4c,"0710-1750 MON-FRI, 0910-1750 SAT",60,none,Downtown,3 St SW , 8 Av SW ,3 St SW  &  8 Av SW ,5,5
1239,Parallel,E,1239,5,0910-1750 MON-SAT,120,none,Chinatown,2 St SW , 2 Av SW ,2 St SW  &  2 Av SW ,5,5
2804,Perpendicular,E,2804,17,0910-1750 MON-SAT,120,none,Kensington / Louise Crossing,11 St NW , 3 Av ,11 St NW  &  3 Av ,5,5
1890,Parallel,S,1890,7,0910-1520 MON-FRI,120,PM,Downtown,6 Av SW , 10 St SW ,6 Av SW  &  10 St SW ,5,5
1295,Parallel,W,1295,6,0910-1520 MON-FRI,120,AM&PM,Downtown,7 St SW , 3 Av SW ,7 St SW  &  3 Av SW ,5,5
1337,Parallel,W,1337,4b,0910-1750 MON-FRI,120,none,Downtown,4 St SW , 3 Av SW ,4 St SW  &  3 Av SW ,5,5
1393,Parallel,W,1393,4a,"0710-1750 MON-FRI, 0910-1750 SAT",15,none,Downtown,Centre St S , 3 Av SW ,Centre St S  &  3 Av SW ,5,5
1460,Parallel,S,1460,7,0910-1750 MON-FRI,180,none,Downtown,4 Av SW , 9 St SW ,4 Av SW  &  9 St SW ,5,5
1498,Parallel,E,1498,6,0910-1520 MON-FRI,120,AM&PM,Downtown,8 St SW , 4 Av SW ,8 St SW  &  4 Av SW ,5,5
1999,Parallel,E,1999,4a,"0840-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,Downtown,4 St SW , 6 Av SW ,4 St SW  &  6 Av SW ,5,5
1999,Parallel,E,1999,4a,"0840-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,Downtown,4 St SW , 6 Av SW ,4 St SW  &  6 Av SW ,5,5
3163,Parallel,S,3163,14,0910-1520 MON-FRI,120,PM,,10 Av SE , Centre St S ,10 Av SE  &  Centre St S ,5,5
2055,Parallel,E,2055,4a,0710-1750 MON-SAT,120,none,Downtown,Centre St S , 6 Av SE ,Centre St S  &  6 Av SE ,5,5
1000,Angle,N,1000,6,0910-1750 MON-FRI,180,none,Downtown,1 Av SW , 6 St SW ,1 Av SW  &  6 St SW ,5,5
5327,Parallel,S,5327,20,"1110-1320 MON-FRI, 0910-1750 SAT",120,PM,Inglewood,9 Av SE , 12 St SE ,9 Av SE  &  12 St SE ,5,5
5368,Parallel,N,5368,23,0910-1750 MON-FRI,180,none,,8 Av NW , 12 St NW ,8 Av NW  &  12 St NW ,5,5
5327,Parallel,S,5327,20,"1110-1320 MON-FRI, 0910-1750 SAT",120,PM,Inglewood,9 Av SE , 12 St SE ,9 Av SE  &  12 St SE ,5,5
5327,Parallel,S,5327,20,"1110-1320 MON-FRI, 0910-1750 SAT",120,PM,Inglewood,9 Av SE , 12 St SE ,9 Av SE  &  12 St SE ,5,5
5327,Parallel,S,5327,20,"1110-1320 MON-FRI, 0910-1750 SAT",120,PM,Inglewood,9 Av SE , 12 St SE ,9 Av SE  &  12 St SE ,5,5
5397,Parallel,S,5397,20,"1110-1320 MON-FRI, 0910-1750 SAT",120,PM,Inglewood,9 Av SE , 8 St SE ,9 Av SE  &  8 St SE ,5,5
5399,Parallel,W,5399,20,"1110-1320 MON-FRI, 0910-1750 SAT",120,PM,Inglewood,9 Av SE , 9 St SE ,9 Av SE  &  9 St SE ,5,5
5405,Parallel,S,5405,20,"1110-1320 MON-FRI, 0910-1750 SAT",120,PM,Inglewood,9 Av SE , 10 St SE ,9 Av SE  &  10 St SE ,5,5
5316,Parallel,S,5316,20,"1110-1320 MON-FRI, 0910-1750 SAT",120,PM,Inglewood,9 Av SE , 11 St SE ,9 Av SE  &  11 St SE ,5,5
2385,Parallel,N,2385,7,0910-1750 MON-FRI,120,AM,Downtown,9 Av SW , 9 St SW ,9 Av SW  &  9 St SW ,5,5
2385,Parallel,N,2385,7,0910-1750 MON-FRI,120,AM,Downtown,9 Av SW , 9 St SW ,9 Av SW  &  9 St SW ,5,5
2891,Parallel,N,2891,8,0910-1520 MON-FRI,120,PM,,10 Av SW , 12 St SW ,10 Av SW  &  12 St SW ,5,5
2578,Parallel,N,2578,1,0910-1750 MON-SAT,120,none,,9 Av SE, 4 St SE to 5 St SE,9 Av SE &  4 St SE to 5 St SE,5,5
2716,Parallel,S,2716,18,0910-1750 MON-SAT,120,none,Kensington / Louise Crossing,Gladstone Rd NW , 10 St NW ,Gladstone Rd NW  &  10 St NW ,5,5
2107,Parallel,E,2107,1,0910-1750 MON-SAT,540,none,,Riverfront Ln SE , 6 Av SE ,Riverfront Ln SE  &  6 Av SE ,5,5
2481,Parallel,W,2481,4c,"0710-1750 MON-FRI, 0910-1750 SAT",30,none,Downtown,2 St SW , 8 Av SW ,2 St SW  &  8 Av SW ,5,5
2016,Parallel,S,2016,4a,"0840-1520 MON-FRI, 0910-1750 SAT",60,AM&PM,Downtown,6 Av SW , 1 St SW ,6 Av SW  &  1 St SW ,5,5
4720,Angle,N,J,13,0910-1750 MON-SAT,120,none,4 Street SW,19 Av SW , 2 St SW ,19 Av SW  &  2 St SW ,5,5
2501,Parallel,E,2501,4c,"0710-1750 MON-FRI, 0910-1750 SAT",60,none,Downtown,2 St SW , 8 Av SW ,2 St SW  &  8 Av SW ,5,5
1410,Parallel,N,1410,3,"0910-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,Chinatown,4 Av SE , 1 St SE ,4 Av SE  &  1 St SE ,5,5
4719,Angle,N,4719,13,0910-1750 MON-SAT,120,none,4 Street SW,19 Av SW , 2 St SW ,19 Av SW  &  2 St SW ,5,5
1242,Parallel,S,1242,3,0910-1750 MON-SAT,120,none,Chinatown,2 Av SW , Centre St S ,2 Av SW  &  Centre St S ,5,5
1543,Parallel,S,1543,4a,"0840-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,Downtown,4 Av SW , 3 St SW ,4 Av SW  &  3 St SW ,5,5
4795,Parallel,S,4795,16,0910-1750 MON-SAT,120,none,4 Street SW,21 Av SW , 4 St SW ,21 Av SW  &  4 St SW ,5,5
4800,Parallel,N,4800,16,0910-1750 MON-SAT,120,none,4 Street SW,22 Av SW , 4 St SW ,22 Av SW  &  4 St SW ,5,5
4808,Parallel,N,4808,16,0910-1750 MON-SAT,120,none,4 Street SW,22 Av SW , 2 St SW ,22 Av SW  &  2 St SW ,5,5
4860,Parallel,E,4860,16,0910-1750 MON-SAT,120,AM,4 Street SW,4 St SW , 23 Av SW ,4 St SW  &  23 Av SW ,5,5
4874,Parallel,N,4874,16,0910-1750 MON-SAT,120,none,4 Street SW,25 Av SW , 4 St SW ,25 Av SW  &  4 St SW ,5,5
4707,Parallel,S,4707,13,0910-1750 MON-SAT,120,none,4 Street SW,18 Av SW , 4 St SW ,18 Av SW  &  4 St SW ,5,5
4709,Parallel,W,4709,13,"0910-1520 MON-FRI, 0910-1750 SAT",120,PM,4 Street SW,4 St SW , 18 Av SW ,4 St SW  &  18 Av SW ,5,5
4773,Parallel,W,4773,16,"0910-1520 MON-FRI, 0910-1750 SAT",120,PM,4 Street SW,4 St SW , 20 Av SW ,4 St SW  &  20 Av SW ,5,5
4797,Parallel,W,4797,16,"0910-1520 MON-FRI, 0910-1750 SAT",120,PM,4 Street SW,4 St SW , 21 Av SW ,4 St SW  &  21 Av SW ,5,5
4797,Parallel,W,4797,16,"0910-1520 MON-FRI, 0910-1750 SAT",120,PM,4 Street SW,4 St SW , 21 Av SW ,4 St SW  &  21 Av SW ,5,5
4822,Parallel,W,4822,16,"0910-1520 MON-FRI, 0910-1750 SAT",120,PM,4 Street SW,4 St SW , 22 Av SW ,4 St SW  &  22 Av SW ,5,5
4822,Parallel,W,4822,16,"0910-1520 MON-FRI, 0910-1750 SAT",120,PM,4 Street SW,4 St SW , 22 Av SW ,4 St SW  &  22 Av SW ,5,5
4847,Parallel,W,4847,16,"0910-1520 MON-FRI, 0910-1750 SAT",120,PM,4 Street SW,4 St SW , 23 Av SW ,4 St SW  &  23 Av SW ,5,5
1971,Parallel,E,1971,4b,0910-1750 MON-FRI,120,none,Downtown,6 St SW , 6 Av SW ,6 St SW  &  6 Av SW ,5,5
2502,Parallel,E,2502,4c,"0710-1750 MON-FRI, 0910-1750 SAT",60,none,Downtown,2 St SW , 8 Av SW ,2 St SW  &  8 Av SW ,5,5
1971,Parallel,E,1971,4b,0910-1750 MON-FRI,120,none,Downtown,6 St SW , 6 Av SW ,6 St SW  &  6 Av SW ,5,5
4569,Parallel,E,4569,11,0910-1750 MON-SAT,120,none,Uptown 17,13 St SW , 17 Av SW ,13 St SW  &  17 Av SW ,5,5
2714,Parallel,N,2714,18,0910-1750 MON-SAT,120,none,,Gladstone Rd NW , 10 St NW ,Gladstone Rd NW  &  10 St NW ,5,5
2389,Parallel,E,2389,7,0910-1750 MON-FRI,180,none,Downtown,10 St SW , 8 Av SW ,10 St SW  &  8 Av SW ,5,5
2016,Parallel,S,2016,4a,"0840-1520 MON-FRI, 0910-1750 SAT",60,AM&PM,Downtown,6 Av SW , 1 St SW ,6 Av SW  &  1 St SW ,5,5
4567,Parallel,W,4567,11,0910-1750 MON-SAT,120,none,Uptown 17,12 St SW , 17 Av SW ,12 St SW  &  17 Av SW ,5,5
4574,Parallel,W,4574,11,0910-1750 MON-SAT,120,none,Uptown 17,11 St SW , 17 Av SW ,11 St SW  &  17 Av SW ,5,5
4591,Parallel,E,4591,11,0910-1750 MON-SAT,120,none,Uptown 17,10A St SW , 17 Av SW ,10A St SW  &  17 Av SW ,5,5
4588,Parallel,W,4588,11,0910-1750 MON-SAT,30,none,Uptown 17,10 St SW , 17 Av SW ,10 St SW  &  17 Av SW ,5,5
4598,Parallel,E,4598,11,0910-1750 MON-SAT,120,none,Uptown 17,10 St SW , 17 Av SW ,10 St SW  &  17 Av SW ,5,5
4422,Angle,S,4422,11,0910-1750 MON-SAT,60,none,Uptown 17,16 Av SW , 8 St SW ,16 Av SW  &  8 St SW ,5,5
3373,Parallel,N,3373,9,0910-1750 MON-FRI,20,none,,12 Av SW , 5 St SW ,12 Av SW  &  5 St SW ,5,5
3373,Parallel,N,3373,9,0910-1750 MON-FRI,120,none,,12 Av SW , 5 St SW ,12 Av SW  &  5 St SW ,5,5
2891,Parallel,N,2891,8,0910-1520 MON-FRI,120,PM,,10 Av SW , 12 St SW ,10 Av SW  &  12 St SW ,5,5
2899,Parallel,N,2899,8,0910-1520 MON-FRI,180,PM,,10 Av SW , 10 St SW ,10 Av SW  &  10 St SW ,5,5
2903,Parallel,N,2903,8,0910-1520 MON-FRI,180,PM,,10 Av SW , 9 St SW ,10 Av SW  &  9 St SW ,5,5
2907,Parallel,N,2907,9,0910-1750 MON-FRI,120,PM,,10 Av SW , 8 St SW ,10 Av SW  &  8 St SW ,5,5
3092,Parallel,S,3092,9,0910-1750 MON-FRI,120,none,Beltline,10 Av SW , 5 St SW ,10 Av SW  &  5 St SW ,5,5
3100,Parallel,N,3100,9,0910-1750 MON-FRI,120,PM,Beltline,11 Av SW , 5 St SW ,11 Av SW  &  5 St SW ,5,5
4659,Parallel,N,4659,13,0910-1750 MON-SAT,120,none,4 Street SW,18 Av SW , 2 St SW ,18 Av SW  &  2 St SW ,5,5
4821,Parallel,S,4821,16,0910-1750 MON-SAT,30,none,4 Street SW,22 Av SW , 4 St SW ,22 Av SW  &  4 St SW ,5,5
1810,Parallel,N,1810,4a,"0840-1520 MON-FRI, 0910-1520 SAT",120,AM&PM,Downtown,6 Av SE , Centre St S ,6 Av SE  &  Centre St S ,5,5
2782,Parallel,N,2782,19,"0910-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,Kensington / Louise Crossing,Kensington Rd NW , 12 St NW ,Kensington Rd NW  &  12 St NW ,5,5
3598,Parallel,S,3598,9,0910-1750 MON-FRI,180,AM,Beltline,12 Av SW , 7 St SW ,12 Av SW  &  7 St SW ,5,5
2653,Parallel,S,2653,4c,"0710-1750 MON-FRI, 0910-1750 SAT",120,none,Downtown,9 Av SE , 1 St SE ,9 Av SE  &  1 St SE ,5,5
1782,Parallel,N,1782,4a,"0840-1520 MON-FRI, 0910-1750 SAT",30,AM&PM,Downtown,6 Av SW , 1 St SW ,6 Av SW  &  1 St SW ,5,5
4659,Parallel,N,4659,13,0910-1750 MON-SAT,120,none,4 Street SW,18 Av SW , 2 St SW ,18 Av SW  &  2 St SW ,5,5
4613,Parallel,E,4613,11,0910-1750 MON-SAT,120,none,Uptown 17,9 St SW , 17 Av SW ,9 St SW  &  17 Av SW ,5,5
4626,Parallel,W,4626,11,0910-1750 MON-SAT,30,none,Uptown 17,College Ln SW , 17 Av SW ,College Ln SW  &  17 Av SW ,5,5
4564,Parallel,S,4564,11,0910-1750 MON-SAT,120,AM,Uptown 17,17 Av SW , 12 St SW ,17 Av SW  &  12 St SW ,5,5
4659,Parallel,N,4659,13,0910-1750 MON-SAT,120,none,4 Street SW,18 Av SW , 2 St SW ,18 Av SW  &  2 St SW ,5,5
4713,Parallel,S,4713,13,0910-1750 MON-SAT,120,none,4 Street SW,18 Av SW , 2 St SW ,18 Av SW  &  2 St SW ,5,5
1543,Parallel,S,1543,4a,"0840-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,Downtown,4 Av SW , 3 St SW ,4 Av SW  &  3 St SW ,5,5
1517,Parallel,S,1517,4b,0910-1750 MON-FRI,120,none,Downtown,4 Av SW , 5 St SW ,4 Av SW  &  5 St SW ,5,5
1025,Parallel,N,1025,3,0910-1750 MON-SAT,120,none,Chinatown,Riverfront Av SE , 1 St SE ,Riverfront Av SE  &  1 St SE ,5,5
1026,Parallel,N,1026,3,"0910-1520 MON-FRI, 0910-1750 SAT",120,none,Chinatown,Riverfront Av SE , 1 St SE ,Riverfront Av SE  &  1 St SE ,5,5
1491,Parallel,W,1491,6,0910-1520 MON-FRI,120,AM&PM,Downtown,7 St SW , 4 Av SW ,7 St SW  &  4 Av SW ,5,5
4557,Parallel,S,4557,11,0910-1750 MON-SAT,120,AM,Uptown 17,17 Av SW , 13 St SW ,17 Av SW  &  13 St SW ,5,5
4585,Parallel,S,4585,11,0910-1750 MON-SAT,120,AM,Uptown 17,17 Av SW , 10 St SW ,17 Av SW  &  10 St SW ,5,5
2448,Parallel,S,2448,4d,"0710-1750 MON-FRI, 0910-1750 SAT",120,none,Downtown,8 Av SW , 4 St SW ,8 Av SW  &  4 St SW ,5,5
4540,Parallel,N,4539,14,0910-1520 MON-FRI,120,none,Victoria Park,17 Av SE , MacLeod ,17 Av SE  &  MacLeod ,5,5
1041,Parallel,N,1041,6,0910-1750 MON-FRI,180,none,Downtown,2 Av SW , 6 St SW ,2 Av SW  &  6 St SW ,5,5
2193,Parallel,N,2193,4d,"0710-1750 MON-FRI, 0910-1750 SAT",120,none,Downtown,8 Av SW , 6 St SW ,8 Av SW  &  6 St SW ,5,5
1992,Parallel,W,1992,4a,"0710-1750 MON-FRI, 0910-1750 SAT",30,none,Downtown,3 St SW , 6 Av SW ,3 St SW  &  6 Av SW ,5,5
2013,Parallel,E,2013,4a,"0710-1750 MON-FRI, 0910-1750 SAT",30,none,Downtown,3 St SW , 6 Av SW ,3 St SW  &  6 Av SW ,5,5
1988,Parallel,S,1988,4a,"0840-1520 MON-FRI, 0910-1750 SAT",30,AM&PM,Downtown,6 Av SW , 3 St SW ,6 Av SW  &  3 St SW ,5,5
1550,Parallel,N,1550,4a,"0840-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,Downtown,5 Av SW , 3 St SW ,5 Av SW  &  3 St SW ,5,5
1648,Parallel,N,1648,1,0910-1750 MON-FRI,180,none,,Confluence Way , 5 St SE ,Confluence Way  &  5 St SE ,5,5
1873,Parallel,S,1873,1,0910-1750 MON-FRI,540,none,,Confluence Way , Riverfount Av SE ,Confluence Way  &  Riverfount Av SE ,5,5
4645,Parallel,N,J,13,0910-1750 MON-SAT,120,none,4 Street SW,18 Av SW , 4 St SW ,18 Av SW  &  4 St SW ,5,5
4645,Parallel,N,J,13,0910-1750 MON-SAT,120,none,4 Street SW,18 Av SW , 4 St SW ,18 Av SW  &  4 St SW ,5,5
4746,Parallel,S,J,16,0910-1750 MON-SAT,120,none,4 Street SW,19 Av SW , 4 St SW ,19 Av SW  &  4 St SW ,5,5
4754,Parallel,S,J,16,0910-1750 MON-SAT,120,none,4 Street SW,19 Av SW , 2 St SW ,19 Av SW  &  2 St SW ,5,5
4754,Parallel,S,J,16,0910-1750 MON-SAT,120,none,4 Street SW,19 Av SW , 2 St SW ,19 Av SW  &  2 St SW ,5,5
4760,Parallel,N,J,16,0910-1750 MON-SAT,120,none,4 Street SW,20 Av SW , 2 St SW ,20 Av SW  &  2 St SW ,5,5
4779,Parallel,S,J,16,0910-1750 MON-SAT,120,none,4 Street SW,20 Av SW , 2 St SW ,20 Av SW  &  2 St SW ,5,5
4779,Parallel,S,J,16,0910-1750 MON-SAT,120,none,4 Street SW,20 Av SW , 2 St SW ,20 Av SW  &  2 St SW ,5,5
4802,Parallel,S,4802,16,0910-1750 MON-SAT,120,none,4 Street SW,21 Av SW , 2 St SW ,21 Av SW  &  2 St SW ,5,5
4803,Parallel,S,J,16,0910-1750 MON-SAT,120,none,4 Street SW,21 Av SW , 2 St SW ,21 Av SW  &  2 St SW ,5,5
3903,Parallel,S,3903,13,0910-1750 MON-SAT,180,none,4 Street SW,13 Av SW , 4 St SW ,13 Av SW  &  4 St SW ,5,5
4484,Parallel,S,4484,13,0910-1750 MON-SAT,180,none,,15 Av SW , 2 St SW ,15 Av SW  &  2 St SW ,5,5
1459,Parallel,S,1459,7,0910-1750 MON-FRI,180,none,Downtown,4 Av SW , 9 St SW ,4 Av SW  &  9 St SW ,5,5
4974,Parallel,S,4974,22,"1110-1520 MON-FRI, 0910-1750 SAT",120,none,Crescent Heights Village,11 Av NE , 1 St NE ,11 Av NE  &  1 St NE ,5,5
2168,Parallel,E,2168,6,0910-1750 MON-FRI,180,none,Downtown,9 St SW , 7 Av SW ,9 St SW  &  7 Av SW ,5,5
3148,Parallel,S,3148,14,0910-1750 MON-FRI,120,none,Victoria Park,10 Av SW , 1 St Sw ,10 Av SW  &  1 St Sw ,5,5
2145,Parallel,W,2145,7,0910-1750 MON-FRI,180,none,Downtown,9 St SW , 7 Av SW ,9 St SW  &  7 Av SW ,5,5
2732,Parallel,E,2732,18,0910-1750 MON-SAT,120,none,Kensington / Louise Crossing,10 St NW , 3 Av NW ,10 St NW  &  3 Av NW ,5,5
1218,Parallel,W,1218,5,0910-1750 MON-SAT,120,none,Downtown,2 St SW , 2 Av SW ,2 St SW  &  2 Av SW ,5,5
1526,Parallel,E,1526,4b,0910-1750 MON-FRI,120,none,Downtown,6 St SW , 4 Av SW ,6 St SW  &  4 Av SW ,5,5
2031,Parallel,S,2031,4a,"0840-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,Downtown,6 Av SW , Centre St S ,6 Av SW  &  Centre St S ,5,5
1424,Angle,E,1424,3,0910-1750 MON-SAT,120,none,Chinatown,1 St SE , 3 Av SE ,1 St SE  &  3 Av SE ,5,5
1424,Angle,E,1424,3,0910-1750 MON-SAT,120,none,Chinatown,1 St SE , 3 Av SE ,1 St SE  &  3 Av SE ,5,5
2244,Parallel,W,2244,4c,"0710-1750 MON-FRI, 0910-1750 SAT",120,none,Downtown,2 St SW , 7 Av SW ,2 St SW  &  7 Av SW ,5,5
1562,Parallel,W,1562,4a,"0710-1750 MON-FRI, 0910-1750 SAT",120,none,Downtown,2 St SW , 4 Av SW ,2 St SW  &  4 Av SW ,5,5
1585,Parallel,S,1585,4a,"0710-1750 MON-FRI, 0910-1750 SAT",120,none,Downtown,4 Av SW , Centre St S ,4 Av SW  &  Centre St S ,5,5
1522,Parallel,N,1522,4b,0940-1520 MON-FRI,120,AM&PM,Downtown,5 Av SW , 5 St SW ,5 Av SW  &  5 St SW ,5,5
2647,Parallel,S,2647,4c,"0710-1750 MON-FRI, 0910-1750 SAT",120,none,Downtown,9 Av SW , 1 St SW ,9 Av SW  &  1 St SW ,5,5
2511,Parallel,N,2511,4c,"0710-1750 MON-FRI, 0910-1750 SAT",120,none,Downtown,9 Av SW , Centre St S ,9 Av SW  &  Centre St S ,5,5
1884,Parallel,E,1884,1,0910-1750 MON-SAT,540,none,,5 St SE , 5 Av SE ,5 St SE  &  5 Av SE ,5,5
1557,Parallel,S,1557,4a,"0840-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,Downtown,4 Av SW , 2 St Sw ,4 Av SW  &  2 St Sw ,5,5
1564,Parallel,N,1564,4a,"0840-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,Downtown,5 Av SW , 2 St Sw ,5 Av SW  &  2 St Sw ,5,5
1564,Parallel,N,1564,4a,"0840-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,Downtown,5 Av SW , 2 St Sw ,5 Av SW  &  2 St Sw ,5,5
1369,Parallel,N,1369,4a,"0840-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,Downtown,4 Av SW , 2 St SW ,4 Av SW  &  2 St SW ,5,5
1560,Parallel,S,1560,4a,"0840-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,Downtown,4 Av SW , 2 St Sw ,4 Av SW  &  2 St Sw ,5,5
5349,Parallel,W,5349,24,0910-1750 MON-FRI,240,none,,33 St NW , Research Wy NW ,33 St NW  &  Research Wy NW ,5,5
1055,Parallel,N,1055,5,0910-1750 MON-SAT,180,none,Downtown,2 Av SW , 5 St SW ,2 Av SW  &  5 St SW ,5,5
1076,Parallel,N,1076,5,0910-1750 MON-SAT,120,none,Downtown,2 Av SW , 3 St SW ,2 Av SW  &  3 St SW ,5,5
2445,Angle,E,2445,4d,"0710-1750 MON-FRI, 0910-1750 SAT",120,none,Downtown,6 St SW , 8 Av SW ,6 St SW  &  8 Av SW ,5,5
1104,Parallel,S,1104,3,"0910-1520 MON-FRI, 0910-1750 SAT",180,PM,Chinatown,Riverfront Av SW , Centre St S ,Riverfront Av SW  &  Centre St S ,5,5
1385,Parallel,N,1385,4a,"0840-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,Downtown,4 Av SW , 1 St SW ,4 Av SW  &  1 St SW ,5,5
1494,Parallel,N,1494,6,0940-1520 MON-FRI,60,AM&PM,Downtown,5 Av SW , 7 St SW ,5 Av SW  &  7 St SW ,5,5
1494,Parallel,N,1494,6,0940-1520 MON-FRI,60,AM&PM,Downtown,5 Av SW , 7 St SW ,5 Av SW  &  7 St SW ,5,5
