PARKING_ZONE,STALL_TYPE,BLOCK_SIDE,PERMIT_ZONE,PRICE_ZONE,ENFORCEABLE_TIME,MAX_TIME,PARKING_RESTRICT_TYPE,BRZ_NAME,First_address,Second_address,First_address_Second_address,availability,number_of_spots_left
2911,Parallel,N,2911,9,0910-1750 MON-FRI,120,AM&PM,Beltline,10 Av SW , 7 St SW ,10 Av SW  &  7 St SW ,5,5
3877,Parallel,W,3877,9,0910-1750 MON-FRI,180,none,,6 St SW , 13 Av SW ,6 St SW  &  13 Av SW ,5,5
3670,Parallel,S,3670,12,0910-1750 MON-FRI,120,AM&PM,Victoria Park,12 Av SW , 1 St SW ,12 Av SW  &  1 St SW ,5,5
1705,Parallel,S,1705,4b,0940-1520 MON-FRI,30,AM&PM,Downtown,5 Av SW , 6 St SW ,5 Av SW  &  6 St SW ,5,5
3445,Parallel,S,3445,14,0910-1520 MON-FRI,120,AM&PM,Victoria Park,11 Av SE , MacLeod ,11 Av SE  &  MacLeod ,5,5
2031,Parallel,S,2031,4a,"0840-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,Downtown,6 Av SW , Centre St S ,6 Av SW  &  Centre St S ,5,5
3605,Parallel,N,3605,9,0910-1750 MON-FRI,180,none,,13 Av SW , 7 St SW ,13 Av SW  &  7 St SW ,5,5
1522,Parallel,N,1522,4b,0940-1520 MON-FRI,120,AM&PM,Downtown,5 Av SW , 5 St SW ,5 Av SW  &  5 St SW ,5,5
1480,Parallel,N,1480,6,0940-1520 MON-FRI,120,AM&PM,Downtown,5 Av SW , 8 St Sw ,5 Av SW  &  8 St Sw ,5,5
3110,Parallel,E,3110,12,0910-1750 MON-FRI,120,AM,Beltline,4 St SW , 10 Av SW to 11 Av SW,4 St SW  &  10 Av SW to 11 Av SW,5,5
3442,Parallel,E,3442,14,0910-1750 MON-FRI,180,none,Victoria Park,Centre St S , 11 Av SE ,Centre St S  &  11 Av SE ,5,5
4109,Parallel,S,4109,9,0910-1750 MON-FRI,180,none,,14 Av SW , 7 St SW ,14 Av SW  &  7 St SW ,5,5
3396,Parallel,W,3396,12,0910-1750 MON-FRI,120,AM&PM,,2 St SW , 11 Av SW ,2 St SW  &  11 Av SW ,5,5
1260,Parallel,W,1260,3,"0910-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,Chinatown,1 St SE , 2 Av SE ,1 St SE  &  2 Av SE ,5,5
4151,Parallel,S,4151,13,0910-1750 MON-SAT,180,none,4 Street SW,14 Av SW , 4 St SW ,14 Av SW  &  4 St SW ,5,5
4407,Parallel,S,4407,11,0910-1750 MON-SAT,120,none,Uptown 17,16 Av SW , 9 St SW ,16 Av SW  &  9 St SW ,5,5
4410,Parallel,W,4410,11,0910-1750 MON-SAT,30,none,Uptown 17,9 St SW , 16 Av SW ,9 St SW  &  16 Av SW ,5,5
4454,Parallel,E,4454,11,0910-1750 MON-SAT,30,none,Uptown 17,7 St SW , 15 Av SW ,7 St SW  &  15 Av SW ,5,5
4560,Parallel,W,4560,11,0910-1750 MON-SAT,120,none,Uptown 17,13 St SW , 17 Av SW ,13 St SW  &  17 Av SW ,5,5
4581,Parallel,W,4581,11,0910-1750 MON-SAT,120,none,Uptown 17,10A St SW , 17 Av SW ,10A St SW  &  17 Av SW ,5,5
4596,Parallel,W,4596,11,0910-1750 MON-SAT,120,none,Uptown 17,9A St SW , 17 Av SW ,9A St SW  &  17 Av SW ,5,5
4619,Parallel,W,4619,11,0910-1750 MON-SAT,30,none,Uptown 17,7 St SW , 17 Av SW ,7 St SW  &  17 Av SW ,5,5
3340,Parallel,W,3340,9,0910-1750 MON-FRI,120,none,Beltline,7 St SW , 11 Av SW ,7 St SW  &  11 Av SW ,5,5
2522,Parallel,W,2522,4c,"0710-1750 MON-FRI, 0910-1750 SAT",30,none,Downtown,1 St SE , 8 Av SE ,1 St SE  &  8 Av SE ,5,5
2645,Parallel,S,2645,4c,"0710-1750 MON-FRI, 0910-1750 SAT",120,none,Downtown,9 Av SW , 1 St SW ,9 Av SW  &  1 St SW ,5,5
3661,Parallel,N,3661,12,0910-1750 MON-FRI,180,none,,13 Av SW , 2 St SW ,13 Av SW  &  2 St SW ,5,5
2028,Parallel,E,2028,4a,"0840-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,Downtown,2 St SW , 6 Av SW ,2 St SW  &  6 Av SW ,5,5
1596,Parallel,E,1596,4a,"0710-1750 MON-FRI, 0910-1750 SAT",120,none,Downtown,1 St SW , 4 Av SW ,1 St SW  &  4 Av SW ,5,5
4706,Parallel,E,4706,14,0910-1520 MON-FRI,120,AM&PM,Victoria Park,1 St SE, 17 Av SE to 18 Av SE,1 St SE &  17 Av SE to 18 Av SE,5,5
1717,Parallel,E,1717,4b,0910-1520 MON-FRI,120,AM&PM,Downtown,7 St SW , 5 Av SW ,7 St SW  &  5 Av SW ,5,5
1260,Parallel,W,1260,3,"0910-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,Chinatown,1 St SE , 2 Av SE ,1 St SE  &  2 Av SE ,5,5
1957,Parallel,E,1957,4b,0910-1520 MON-FRI,120,AM&PM,Downtown,7 St SW , 6 Av SW ,7 St SW  &  6 Av SW ,5,5
1716,Parallel,E,1716,4b,0910-1520 MON-FRI,120,AM&PM,Downtown,7 St SW , 5 Av SW ,7 St SW  &  5 Av SW ,5,5
3468,Parallel,W,3468,15,0910-1750 MON-FRI,180,none,Victoria Park,Olympic Wy SE , 11 Av SE ,Olympic Wy SE  &  11 Av SE ,5,5
3468,Parallel,W,3468,15,0910-1750 MON-FRI,180,none,Victoria Park,Olympic Wy SE , 11 Av SE ,Olympic Wy SE  &  11 Av SE ,5,5
4703,Parallel,N,4703,14,0910-1750 MON-FRI,120,none,Victoria Park,18 Av SW , MacLeod ,18 Av SW  &  MacLeod ,5,5
2421,Parallel,S,2421,4d,"0710-1750 MON-FRI, 0910-1750 SAT",120,none,Downtown,8 Av SW , 6 St SW ,8 Av SW  &  6 St SW ,5,5
2936,Parallel,N,2936,14,0910-1750 MON-FRI,120,none,,10 Av SW , Centre St S ,10 Av SW  &  Centre St S ,5,5
2936,Parallel,N,2936,14,0910-1750 MON-FRI,120,none,,10 Av SW , Centre St S ,10 Av SW  &  Centre St S ,5,5
3679,Parallel,E,3679,12,0910-1750 MON-FRI,180,none,Victoria Park,2 St SW , 12 Av SW ,2 St SW  &  12 Av SW ,5,5
4621,Parallel,E,4621,11,0910-1750 MON-SAT,120,AM,Uptown 17,8 St SW , 17 Av SW to 18 Av SW,8 St SW  &  17 Av SW to 18 Av SW,5,5
2148,Parallel,N,2148,7,0910-1750 MON-FRI,120,none,Downtown,8 Av SW , 9 St SW ,8 Av SW  &  9 St SW ,5,5
2107,Parallel,E,2107,1,0910-1750 MON-SAT,540,none,,Riverfront Ln SE , 6 Av SE ,Riverfront Ln SE  &  6 Av SE ,5,5
2134,Parallel,N,2134,7,0910-1750 MON-FRI,120,none,Downtown,8 Av SW , 10 St SW ,8 Av SW  &  10 St SW ,5,5
3417,Parallel,E,3417,12,0910-1750 MON-FRI,120,none,Victoria Park,2 St SW , 11 Av SW ,2 St SW  &  11 Av SW ,5,5
3412,Parallel,W,3412,12,0910-1750 MON-FRI,180,none,Victoria Park,1 St SW , 11 Av SW ,1 St SW  &  11 Av SW ,5,5
1292,Parallel,S,1292,6,0910-1750 MON-FRI,180,none,Downtown,3 Av SW, 7 St SW to 8 St SW,3 Av SW &  7 St SW to 8 St SW,5,5
1845,Parallel,S,1845,2,0910-1750 MON-SAT,120,none,,5 Av SE , 3 St SE ,5 Av SE  &  3 St SE ,5,5
1302,Parallel,E,1302,6,0910-1750 MON-FRI,180,none,Downtown,8 St SW , 3 Av SW ,8 St SW  &  3 Av SW ,5,5
1119,Parallel,S,1119,3,0910-1750 MON-SAT,180,none,Chinatown,Riverfront Av SE , 1 St SE ,Riverfront Av SE  &  1 St SE ,5,5
1255,Parallel,E,1255,3,0910-1750 MON-SAT,120,none,Chinatown,1 St SW , 2 Av SW ,1 St SW  &  2 Av SW ,5,5
1233,Parallel,W,1233,5,"0910-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,Chinatown,1 St SW , 2 Av SW ,1 St SW  &  2 Av SW ,5,5
1086,Parallel,N,1086,5,0910-1750 MON-SAT,120,none,Downtown,2 Av SW , 2 St SW ,2 Av SW  &  2 St SW ,5,5
1291,Parallel,S,1291,6,0910-1750 MON-FRI,180,none,Downtown,3 Av SW, 7 St SW to 8 St SW,3 Av SW &  7 St SW to 8 St SW,5,5
3270,Parallel,W,3270,8,0910-1750 MON-SAT,540,none,,12 St SW , 11 Av SW ,12 St SW  &  11 Av SW ,5,5
1022,Parallel,N,1022,3,0910-1750 MON-SAT,180,AM,Chinatown,Riverfront Av SW , Centre St S ,Riverfront Av SW  &  Centre St S ,5,5
1232,Parallel,W,1232,5,0910-1750 MON-SAT,120,none,Chinatown,1 St SW , 2 Av SW ,1 St SW  &  2 Av SW ,5,5
1291,Parallel,S,1291,6,0910-1750 MON-FRI,180,none,Downtown,3 Av SW, 7 St SW to 8 St SW,3 Av SW &  7 St SW to 8 St SW,5,5
2645,Parallel,S,2645,4c,"0710-1750 MON-FRI, 0910-1750 SAT",120,none,Downtown,9 Av SW , 1 St SW ,9 Av SW  &  1 St SW ,5,5
1562,Parallel,W,1562,4a,"0710-1750 MON-FRI, 0910-1750 SAT",120,none,Downtown,2 St SW , 4 Av SW ,2 St SW  &  4 Av SW ,5,5
2762,Parallel,N,2762,18,0910-1750 MON-SAT,120,none,Kensington / Louise Crossing,2 Av NW , 9A St NW ,2 Av NW  &  9A St NW ,5,5
1101,Parallel,E,1101,5,0910-1750 MON-SAT,120,none,Chinatown,2 St SW , Riverfront Av SW ,2 St SW  &  Riverfront Av SW ,5,5
1358,Parallel,E,1358,4a,"0710-1750 MON-FRI, 0910-1750 SAT",120,none,Downtown,4 St SW , 3 Av SW ,4 St SW  &  3 Av SW ,5,5
1337,Parallel,W,1337,4b,0910-1750 MON-FRI,120,none,Downtown,4 St SW , 3 Av SW ,4 St SW  &  3 Av SW ,5,5
1354,Parallel,N,1354,4a,"0840-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,Downtown,4 Av SW , 3 St SW ,4 Av SW  &  3 St SW ,5,5
1204,Parallel,W,1204,5,0910-1750 MON-SAT,120,none,Downtown,3 St SW , 2 Av SW ,3 St SW  &  2 Av SW ,5,5
5338,Parallel,N,5338,24,0910-1750 MON-FRI,540,none,,Research Rd NW , 33 St NW ,Research Rd NW  &  33 St NW ,5,5
5341,Parallel,S,5341,24,0910-1750 MON-FRI,540,none,,Research Rd NW , 33 St NW ,Research Rd NW  &  33 St NW ,5,5
5341,Parallel,S,5341,24,0910-1750 MON-FRI,540,none,,Research Rd NW , 33 St NW ,Research Rd NW  &  33 St NW ,5,5
5341,Parallel,S,5341,24,0910-1750 MON-FRI,540,none,,Research Rd NW , 33 St NW ,Research Rd NW  &  33 St NW ,5,5
5350,Parallel,N,5350,24,0910-1750 MON-FRI,540,none,,Research Wy NW , 33 St NW ,Research Wy NW  &  33 St NW ,5,5
5350,Parallel,N,5350,24,0910-1750 MON-FRI,540,none,,Research Wy NW , 33 St NW ,Research Wy NW  &  33 St NW ,5,5
5346,Parallel,W,5346,24,0910-1750 MON-FRI,240,none,,33 St NW , Research Rd NW ,33 St NW  &  Research Rd NW ,5,5
5349,Parallel,W,5349,24,0910-1750 MON-FRI,240,none,,33 St NW , Research Wy NW ,33 St NW  &  Research Wy NW ,5,5
1948,Parallel,S,1948,4b,0910-1520 MON-FRI,120,AM&PM,Downtown,6 Av SW , 6 St SW ,6 Av SW  &  6 St SW ,5,5
1501,Parallel,S,1501,4b,0910-1520 MON-FRI,120,PM,Downtown,4 Av SW , 6 St SW ,4 Av SW  &  6 St SW ,5,5
1086,Parallel,N,1086,5,0910-1750 MON-SAT,120,none,Downtown,2 Av SW , 2 St SW ,2 Av SW  &  2 St SW ,5,5
1022,Parallel,N,1022,3,0910-1750 MON-SAT,180,AM,Chinatown,Riverfront Av SW , Centre St S ,Riverfront Av SW  &  Centre St S ,5,5
1090,Parallel,S,1090,5,0910-1750 MON-SAT,120,none,Chinatown,Riverfront Av SW , 1 St SW ,Riverfront Av SW  &  1 St SW ,5,5
1048,Parallel,S,1048,5,0910-1750 MON-SAT,180,none,Downtown,Eau Claire Av SW , 5 St SW ,Eau Claire Av SW  &  5 St SW ,5,5
3177,Parallel,N,3177,14,0910-1520 MON-FRI,120,PM,Victoria Park,11 Av SE , 1 St SE ,11 Av SE  &  1 St SE ,5,5
1244,Parallel,S,1244,3,0910-1750 MON-SAT,120,none,Chinatown,2 Av SW , Centre St S ,2 Av SW  &  Centre St S ,5,5
3423,Parallel,S,3423,14,0910-1750 MON-FRI,120,none,Victoria Park,11 Av SW , 1 St SW ,11 Av SW  &  1 St SW ,5,5
2876,Angle,S,2876,17,0910-1750 MON-SAT,120,none,Kensington / Louise Crossing,Kensington Cr NW , 10A St NW ,Kensington Cr NW  &  10A St NW ,5,5
5395,Parallel,E,5395,20,"1140-1520 MON-FRI, 0910-1750 SAT",120,none,Inglewood,10 St SE , 9 Av SE ,10 St SE  &  9 Av SE ,5,5
1403,Parallel,S,1403,3,0910-1750 MON-SAT,120,none,Chinatown,3 Av SE , 1 St SE ,3 Av SE  &  1 St SE ,5,5
1408,Parallel,W,1408,3,0910-1750 MON-SAT,120,none,Chinatown,1 St SE , 3 Av SE ,1 St SE  &  3 Av SE ,5,5
1419,Parallel,W,1419,3,0910-1750 MON-SAT,60,none,Chinatown,MacLeod Tr SE , 3 Av SE ,MacLeod Tr SE  &  3 Av SE ,5,5
2424,Parallel,W,2424,4d,"0840-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,Downtown,6 St SW , 8 Av SW ,6 St SW  &  8 Av SW ,5,5
2601,Parallel,S,2601,7,0910-1750 MON-SAT,540,none,,9 Av SW , 13 St SW to 14 St SW,9 Av SW  &  13 St SW to 14 St SW,5,5
1115,Parallel,E,1115,3,0910-1750 MON-SAT,120,none,Chinatown,1 St SW , Riverfront Av SW ,1 St SW  &  Riverfront Av SW ,5,5
1253,Parallel,E,1253,3,0910-1750 MON-SAT,120,none,Chinatown,1 St SW , 2 Av SW ,1 St SW  &  2 Av SW ,5,5
1960,Parallel,S,1960,4b,0910-1520 MON-FRI,60,AM&PM,Downtown,6 Av SW , 5 St SW ,6 Av SW  &  5 St SW ,5,5
1946,Parallel,S,1946,4b,0910-1520 MON-FRI,60,AM&PM,Downtown,6 Av SW , 6 St SW ,6 Av SW  &  6 St SW ,5,5
4501,Parallel,W,4501,13,0910-1750 MON-SAT,120,none,Victoria Park,1 St SW , 15 Av SW ,1 St SW  &  15 Av SW ,5,5
2601,Parallel,S,2601,7,0910-1750 MON-SAT,540,none,,9 Av SW , 13 St SW to 14 St SW,9 Av SW  &  13 St SW to 14 St SW,5,5
1803,Parallel,S,1803,4a,"0840-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,Downtown,5 Av SE , Centre St S ,5 Av SE  &  Centre St S ,5,5
1592,Parallel,N,1592,4a,"0840-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,Downtown,5 Av SW , Centre St S ,5 Av SW  &  Centre St S ,5,5
2044,Parallel,S,2044,4a,"0840-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,Downtown,6 Av SE , Centre St S ,6 Av SE  &  Centre St S ,5,5
1950,Parallel,W,1950,4b,0910-1520 MON-FRI,60,AM&PM,Downtown,6 St SW , 6 Av SW ,6 St SW  &  6 Av SW ,5,5
3933,Parallel,W,3933,13,0910-1750 MON-SAT,120,none,First Street,1 St SW , 13 Av SW ,1 St SW  &  13 Av SW ,5,5
3954,Parallel,E,3954,14,0910-1750 MON-FRI,120,none,First Street,1 St SW , 13 Av SW ,1 St SW  &  13 Av SW ,5,5
2131,Parallel,W,2131,7,0910-1750 MON-FRI,180,none,Downtown,10 St SW , 7 Av SW ,10 St SW  &  7 Av SW ,5,5
4501,Parallel,W,4501,13,0910-1750 MON-SAT,120,none,Victoria Park,1 St SW , 15 Av SW ,1 St SW  &  15 Av SW ,5,5
2601,Parallel,N,2601,7,0910-1750 MON-SAT,540,none,,9 Av SW , 13 St SW to 14 St SW,9 Av SW  &  13 St SW to 14 St SW,5,5
3124,Angle,W,3124,12,0910-1750 MON-FRI,120,none,Beltline,2 St SW , 10 Av SW ,2 St SW  &  10 Av SW ,5,5
3124,Angle,W,3124,12,0910-1750 MON-FRI,120,none,Beltline,2 St SW , 10 Av SW ,2 St SW  &  10 Av SW ,5,5
3145,Parallel,E,3145,12,0910-1750 MON-FRI,120,none,Victoria Park,2 St SW , 10 Av SW ,2 St SW  &  10 Av SW ,5,5
3408,Parallel,S,3408,12,0910-1750 MON-FRI,120,PM,Victoria Park,11 Av SW , 1 St SW ,11 Av SW  &  1 St SW ,5,5
4121,Parallel,E,4121,9,"0910-1520 MON-FRI, 0910-1750 SAT",180,AM&PM,,8 St SW, 14 Av to 15 Av SW,8 St SW &  14 Av to 15 Av SW,5,5
2774,Parallel,N,2774,18,0910-1750 MON-SAT,120,none,,9 St NW , 2 Av NW ,9 St NW  &  2 Av NW ,5,5
2777,Parallel,S,2777,19,0910-1750 MON-SAT,120,none,Kensington / Louise Crossing,Gladstone Rd NW , 13 St NW ,Gladstone Rd NW  &  13 St NW ,5,5
2790,Parallel,E,2790,19,0910-1750 MON-SAT,120,none,Kensington / Louise Crossing,12 St NW , Gladstone Rd ,12 St NW  &  Gladstone Rd ,5,5
1090,Parallel,S,1090,5,0910-1750 MON-SAT,120,none,Chinatown,Riverfront Av SW , 1 St SW ,Riverfront Av SW  &  1 St SW ,5,5
4341,Parallel,E,4341,11,"0910-1520 MON-FRI, 0910-1750 SAT",180,AM&PM,,8 St SW, 15 Av to 16 Av SW,8 St SW &  15 Av to 16 Av SW,5,5
1129,Parallel,N,1129,3,0910-1750 MON-SAT,120,none,Chinatown,Riverfront Av SE ( 3 Av SE) , MacLeod ,Riverfront Av SE ( 3 Av SE)  &  MacLeod ,5,5
3871,Parallel,E,3871,9,0910-1750 MON-FRI,180,AM&PM,,8 St SW, 13 Av to 14 Av SW,8 St SW &  13 Av to 14 Av SW,5,5
1016,Parallel,N,1016,5,0910-1750 MON-SAT,120,none,Chinatown,Riverfront Av SW , 1 St SW ,Riverfront Av SW  &  1 St SW ,5,5
3535,Parallel,W,3535,8,0910-1750 MON-FRI,120,none,,12 St SW , 12 Av SW ,12 St SW  &  12 Av SW ,5,5
2951,Parallel,N,2951,15,0910-1750 MON-FRI,240,none,,10 Av SE , 3 St SE ,10 Av SE  &  3 St SE ,5,5
4320,Parallel,W,4320,11,"0910-1520 MON-FRI, 0910-1750 SAT",180,AM&PM,,8 St SW, 15 Av to 16 Av SW,8 St SW &  15 Av to 16 Av SW,5,5
3194,Parallel,S,3194,15,0910-1750 MON-FRI,120,none,Victoria Park,10 Av SE , Olympic Wy SE ,10 Av SE  &  Olympic Wy SE ,5,5
4322,Parallel,N,4322,11,0910-1750 MON-SAT,180,none,,16 Av SW , 8 St SW ,16 Av SW  &  8 St SW ,5,5
4322,Parallel,N,4322,11,0910-1750 MON-SAT,180,none,,16 Av SW , 8 St SW ,16 Av SW  &  8 St SW ,5,5
4322,Parallel,N,4322,11,0910-1750 MON-SAT,180,none,,16 Av SW , 8 St SW ,16 Av SW  &  8 St SW ,5,5
3944,Parallel,S,3944,14,0910-1750 MON-FRI,180,none,Victoria Park,13 Av SW , Centre St S ,13 Av SW  &  Centre St S ,5,5
3686,Parallel,W,3686,14,0910-1750 MON-FRI,180,none,Victoria Park,Centre St S , 12 Av SW ,Centre St S  &  12 Av SW ,5,5
3929,Parallel,S,3929,13,0910-1750 MON-SAT,180,none,Victoria Park,13 Av SW , 1 St SW ,13 Av SW  &  1 St SW ,5,5
3850,Parallel,W,3850,9,0910-1750 MON-FRI,120,AM&PM,,8 St SW, 13 Av to 14 Av SW,8 St SW &  13 Av to 14 Av SW,5,5
4100,Parallel,W,4100,9,0910-1750 MON-FRI,180,AM&PM,,8 St SW, 14 Av to 15 Av SW,8 St SW &  14 Av to 15 Av SW,5,5
4320,Parallel,W,4320,11,"0910-1520 MON-FRI, 0910-1750 SAT",180,AM&PM,,8 St SW, 15 Av to 16 Av SW,8 St SW &  15 Av to 16 Av SW,5,5
5034,Parallel,E,5034,22,"1110-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,Crescent Heights Village,Centre St N , 13 Av NE ,Centre St N  &  13 Av NE ,5,5
4121,Parallel,E,4121,9,"0910-1520 MON-FRI, 0910-1750 SAT",180,AM&PM,,8 St SW, 14 Av to 15 Av SW,8 St SW &  14 Av to 15 Av SW,5,5
2813,Perpendicular,E,2813,17,0910-1750 MON-SAT,120,none,Kensington / Louise Crossing,10A St NW , 3 Av NW ,10A St NW  &  3 Av NW ,5,5
3471,Parallel,S,3471,15,0910-1750 MON-FRI,240,none,Victoria Park,12 Av SE , 3 St SE ,12 Av SE  &  3 St SE ,5,5
3213,Parallel,N,3213,15,0910-1750 MON-SAT,540,none,Victoria Park,11 Av SE , Olympic Wy SE ,11 Av SE  &  Olympic Wy SE ,5,5
3145,Parallel,E,3145,12,0910-1750 MON-FRI,120,none,Victoria Park,2 St SW , 10 Av SW ,2 St SW  &  10 Av SW ,5,5
2330,Parallel,E,2330,2,0910-1450 MON-FRI,60,AM&PM,Downtown,3 St SE , 7 Av SE ,3 St SE  &  7 Av SE ,5,5
3957,Parallel,S,3957,14,0910-1750 MON-FRI,180,none,Victoria Park,13 Av SE , 1 St SE ,13 Av SE  &  1 St SE ,5,5
4173,Parallel,N,4173,13,0910-1750 MON-SAT,180,none,Victoria Park,15 Av SW , 2 St SW ,15 Av SW  &  2 St SW ,5,5
4205,Parallel,E,4205,14,0910-1750 MON-SAT,180,none,Victoria Park,1 St SW , 14 Av SW ,1 St SW  &  14 Av SW ,5,5
3194,Parallel,S,3194,15,0910-1750 MON-FRI,120,none,Victoria Park,10 Av SE , Olympic Wy SE ,10 Av SE  &  Olympic Wy SE ,5,5
1183,Parallel,E,1183,5,0910-1750 MON-SAT,120,none,Downtown,6 St SW , 2 Av SW ,6 St SW  &  2 Av SW ,5,5
4490,Parallel,N,4490,13,"0910-1520 MON-FRI, 0910-1750 SAT",120,PM,4 Street SW,17 Av SW , 2 St SW ,17 Av SW  &  2 St SW ,5,5
1016,Parallel,N,1016,5,0910-1750 MON-SAT,120,none,Chinatown,Riverfront Av SW , 1 St SW ,Riverfront Av SW  &  1 St SW ,5,5
3589,Parallel,W,3589,9,0910-1750 MON-FRI,180,none,,8 St SW, 12 Av to 13 Av SW,8 St SW &  12 Av to 13 Av SW,5,5
3177,Parallel,N,3177,14,0910-1520 MON-FRI,120,PM,Victoria Park,11 Av SE , 1 St SE ,11 Av SE  &  1 St SE ,5,5
4511,Parallel,S,4511,14,0910-1750 MON-FRI,180,none,Victoria Park,15 Av SW , Centre St S ,15 Av SW  &  Centre St S ,5,5
3001,Parallel,N,3001,8,0910-1520 MON-FRI,180,PM,,11 Av SW , 12 St SW ,11 Av SW  &  12 St SW ,5,5
3001,Parallel,N,3001,8,0910-1520 MON-FRI,180,PM,,11 Av SW , 12 St SW ,11 Av SW  &  12 St SW ,5,5
3001,Parallel,N,3001,8,0910-1520 MON-FRI,180,PM,,11 Av SW , 12 St SW ,11 Av SW  &  12 St SW ,5,5
4518,Parallel,N,4518,14,0910-1520 MON-FRI,180,PM,Victoria Park,17 Av SW , Centre St S ,17 Av SW  &  Centre St S ,5,5
4522,Parallel,E,4522,14,0910-1750 MON-FRI,180,none,Victoria Park,1 St SW , 15 Av SW ,1 St SW  &  15 Av SW ,5,5
5504,Parallel,W,5504,NA,0910-1750 MON-SAT,120,PM,,Edmonton Tr NE , 13 Av NE ,Edmonton Tr NE  &  13 Av NE ,5,5
5459,Parallel,E,5459,NA,"0910-1450 MON-FRI, 0910-1750 SAT",120,AM,,Edmonton Tr NE , 13 Av NE ,Edmonton Tr NE  &  13 Av NE ,5,5
3150,Parallel,S,3150,14,0910-1750 MON-FRI,120,none,,10 Av SW , 1 St Sw ,10 Av SW  &  1 St Sw ,5,5
5458,Parallel,E,5548,NA,"0910-1450 MON-FRI, 0910-1750 SAT",120,AM,,Edmonton Tr NE , 13 Av NE ,Edmonton Tr NE  &  13 Av NE ,5,5
5508,Parallel,W,5508,NA,0910-1750 MON-SAT,120,AM,,Edmonton Tr NE , 12 Av NE ,Edmonton Tr NE  &  12 Av NE ,5,5
2333,Parallel,N,2333,1,0910-1750 MON-SAT,540,none,,7 Av SE , 4 St SE ,7 Av SE  &  4 St SE ,5,5
2356,Parallel,N,2356,1,0910-1750 MON-FRI,540,none,,8 Av SE , 5 St SE ,8 Av SE  &  5 St SE ,5,5
5513,Parallel,W,5513,NA,0910-1750 MON-SAT,120,AM,,Edmonton Tr NE , 11 Av NE ,Edmonton Tr NE  &  11 Av NE ,5,5
5509,Parallel,W,5509,NA,0910-1750 MON-SAT,120,AM,,Edmonton Tr NE , 12 Av NE ,Edmonton Tr NE  &  12 Av NE ,5,5
5463,Parallel,E,5463,NA,"0910-1450 MON-FRI, 0910-1750 SAT",120,AM,,Edmonton Tr NE , 12 Av NE ,Edmonton Tr NE  &  12 Av NE ,5,5
1186,Parallel,S,1186,5,0910-1750 MON-SAT,120,none,Downtown,2 Av SW , 4 St SW ,2 Av SW  &  4 St SW ,5,5
4785,Parallel,N,J,16,0910-1750 MON-SAT,120,none,4 Street SW,21 Av SW , 2 St SW ,21 Av SW  &  2 St SW ,5,5
4748,Parallel,W,4748,16,"0910-1520 MON-FRI, 0910-1750 SAT",120,PM,4 Street SW,4 St SW , 19 Av SW ,4 St SW  &  19 Av SW ,5,5
4748,Parallel,W,4748,16,"0910-1520 MON-FRI, 0910-1750 SAT",120,PM,4 Street SW,4 St SW , 19 Av SW ,4 St SW  &  19 Av SW ,5,5
5572,Parallel,E,5572,25,0910-1750 MON-SAT,120,none,,8 St SW, 49 Av SW ,8 St SW &  49 Av SW ,5,5
5549,Parallel,N,5549,25,0910-1750 MON-SAT,120,none,,49 Av SW,  ELBOW Dr SW  ,49 Av SW &   ELBOW Dr SW  ,5,5
5596,Parallel,N,5596,25,0910-1750 MON-SAT,120,none,,51 Av SW , 6 St SW ,51 Av SW  &  6 St SW ,5,5
5572,Parallel,E,5572,25,0910-1750 MON-SAT,120,none,,8 St SW, 49 Av SW ,8 St SW &  49 Av SW ,5,5
5578,Parallel,S,5578,25,0910-1750 MON-SAT,120,none,,50 Av SW , 8 St SW ,50 Av SW  &  8 St SW ,5,5
3134,Parallel,S,3134,12,0910-1750 MON-FRI,120,AM,Victoria Park,10 Av SW , 1 St Sw ,10 Av SW  &  1 St Sw ,5,5
3410,Parallel,W,3410,12,0910-1750 MON-FRI,180,none,Victoria Park,1 St SW , 11 Av SW ,1 St SW  &  11 Av SW ,5,5
3170,Parallel,E,3170,14,0910-1750 MON-FRI,120,none,,Centre St S , 10 Av SE ,Centre St S  &  10 Av SE ,5,5
3172,Parallel,E,3172,14,0910-1750 MON-FRI,120,none,,Centre St S , 10 Av SE ,Centre St S  &  10 Av SE ,5,5
4358,Parallel,N,4358,11,"0910-1520 MON-FRI, 0910-1750 SAT",120,PM,,17 Av SW , 14 St SW ,17 Av SW  &  14 St SW ,5,5
4709,Parallel,W,4709,13,"0910-1520 MON-FRI, 0910-1750 SAT",120,PM,4 Street SW,4 St SW , 18 Av SW ,4 St SW  &  18 Av SW ,5,5
5375,Parallel,S,5375,23,0910-1750 MON-FRI,240,none,,8 Av NW , 12 St NW ,8 Av NW  &  12 St NW ,5,5
